Lintang,Bujur,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,Unix,Date
-2.9831,104.7527,547.41,2.01,8.14,26.11,5.66,25.75,32.94,4.05,"1,696,208,400.00",2023-10-02
-2.9831,104.7527,494,2.04,6.6,40.77,5.54,19,26.38,4.02,"1,696,212,000.00",2023-10-02
-2.9831,104.7527,433.92,1.06,5.06,71.53,5.48,17.83,25.59,3.67,"1,696,215,600.00",2023-10-02
-2.9831,104.7527,433.92,0.42,3.08,101.57,3.37,21.35,26.36,2.28,"1,696,219,200.00",2023-10-02
-2.9831,104.7527,460.62,0.34,3.26,111.58,3.07,22.73,26.8,2.15,"1,696,222,800.00",2023-10-02
-2.9831,104.7527,467.3,0.29,3.98,111.58,2.89,21.37,24.83,2.47,"1,696,226,400.00",2023-10-02
-2.9831,104.7527,507.35,0.39,7.54,105.86,4.47,21.61,24.9,3.58,"1,696,230,000.00",2023-10-02
-2.9831,104.7527,554.08,0.48,11.65,94.41,6.68,21.2,24.86,4.5,"1,696,233,600.00",2023-10-02
-2.9831,104.7527,580.79,0.41,14.39,79.39,7.87,20.01,24.05,4.88,"1,696,237,200.00",2023-10-02
-2.9831,104.7527,614.17,0.19,16.62,68.66,7.99,22.05,26.29,5,"1,696,240,800.00",2023-10-02
-2.9831,104.7527,674.25,0.01,16.62,70.81,7.33,34.8,39.21,5.57,"1,696,244,400.00",2023-10-02
-2.9831,104.7527,674.25,0,12.51,74.39,6.14,38.66,43.07,5.51,"1,696,248,000.00",2023-10-02
-2.9831,104.7527,540.73,0,7.97,58.65,4.59,25.79,29.83,4.12,"1,696,251,600.00",2023-10-02
-2.9831,104.7527,480.65,0,6.68,47.92,3.99,20.29,24.06,3.36,"1,696,255,200.00",2023-10-02
-2.9831,104.7527,480.65,0,6.43,53.64,3.87,22.58,26.31,3.2,"1,696,258,800.00",2023-10-02
-2.9831,104.7527,494,0,6.43,58.65,3.87,27.08,31.2,2.79,"1,696,262,400.00",2023-10-02
-2.9831,104.7527,467.3,0,5.74,61.51,3.58,29.9,34.29,2.22,"1,696,266,000.00",2023-10-02
-2.9831,104.7527,460.62,0,5.4,62.94,3.76,33.76,38.62,2.34,"1,696,269,600.00",2023-10-02
-2.9831,104.7527,460.62,0,6.43,50.07,3.99,31.11,36.61,3.2,"1,696,273,200.00",2023-10-02
-2.9831,104.7527,410.56,0,6.85,32.9,3.61,21.79,27.49,3.67,"1,696,276,800.00",2023-10-02
-2.9831,104.7527,357.15,0.01,6.25,28.61,3.28,15.08,20.42,3.26,"1,696,280,400.00",2023-10-02
-2.9831,104.7527,320.43,0,5.44,32.19,3.07,11.65,16.46,2.63,"1,696,284,000.00",2023-10-02
-2.9831,104.7527,310.42,0,5.57,35.41,3.31,9.73,14.11,2.41,"1,696,287,600.00",2023-10-02
-2.9831,104.7527,353.81,0.21,6.85,36.84,3.93,9.36,13.6,2.98,"1,696,291,200.00",2023-10-03
-2.9831,104.7527,383.85,1.27,6.08,43.27,4.11,8.82,13.06,3.23,"1,696,294,800.00",2023-10-03
-2.9831,104.7527,380.52,1.26,5.01,60.08,3.99,8.97,13.23,3.23,"1,696,298,400.00",2023-10-03
-2.9831,104.7527,357.15,0.73,3.64,79.39,3.64,9.97,14.31,3.1,"1,696,302,000.00",2023-10-03
-2.9831,104.7527,373.84,0.45,2.96,98.71,3.19,11.41,14.74,2.6,"1,696,305,600.00",2023-10-03
-2.9831,104.7527,400.54,0.4,3.38,110.15,3.22,13.11,15.85,2.41,"1,696,309,200.00",2023-10-03
-2.9831,104.7527,420.57,0.38,4.07,118.73,3.22,16.17,18.77,2.53,"1,696,312,800.00",2023-10-03
-2.9831,104.7527,580.79,0.71,10.2,131.61,6.74,23.35,26.58,4.5,"1,696,316,400.00",2023-10-03
-2.9831,104.7527,774.38,0.8,16.45,144.48,10.25,32.24,36.47,6.59,"1,696,320,000.00",2023-10-03
-2.9831,104.7527,921.25,0.57,21.25,131.61,11.92,39.31,44.31,7.85,"1,696,323,600.00",2023-10-03
-2.9831,104.7527,1001.36,0.24,24.33,103,11.56,43.9,49.12,8.11,"1,696,327,200.00",2023-10-03
-2.9831,104.7527,934.6,0.02,22.62,72.96,9.89,45.5,50.15,7.54,"1,696,330,800.00",2023-10-03
-2.9831,104.7527,754.36,0,16.62,51.5,7.99,40.25,43.78,6.27,"1,696,334,400.00",2023-10-03
-2.9831,104.7527,567.44,0,9.68,48.64,5.13,30.81,33.58,4.43,"1,696,338,000.00",2023-10-03
-2.9831,104.7527,520.71,0,8.31,50.07,4.65,24.88,28.53,4.31,"1,696,341,600.00",2023-10-03
-2.9831,104.7527,500.68,0,8.14,47.92,4.83,21.01,25.88,4.37,"1,696,345,200.00",2023-10-03
-2.9831,104.7527,507.35,0,9.17,43.27,5.36,20.72,26.94,4.12,"1,696,348,800.00",2023-10-03
-2.9831,104.7527,487.33,0,9,40.77,4.95,21.95,28.95,3.04,"1,696,352,400.00",2023-10-03
-2.9831,104.7527,467.3,0,7.71,41.48,4.23,25.09,32.52,2.28,"1,696,356,000.00",2023-10-03
-2.9831,104.7527,467.3,0,7.54,40.77,4.23,28.36,35.91,1.98,"1,696,359,600.00",2023-10-03
-2.9831,104.7527,467.3,0,7.63,38.98,4.35,29.57,37.01,1.77,"1,696,363,200.00",2023-10-03
-2.9831,104.7527,460.62,0,7.45,35.76,4.35,29.22,36.4,1.63,"1,696,366,800.00",2023-10-03
-2.9831,104.7527,460.62,0,7.45,32.9,4.41,29.02,36.15,1.63,"1,696,370,400.00",2023-10-03
-2.9831,104.7527,494,0.01,9,29.68,5.19,30.1,37.56,2.15,"1,696,374,000.00",2023-10-03
-2.9831,104.7527,600.81,0.72,12.17,26.11,6.85,31.8,39.88,3.61,"1,696,377,600.00",2023-10-04
-2.9831,104.7527,620.84,2.35,10.28,39.34,6.91,27.55,35.44,4.18,"1,696,381,200.00",2023-10-04
-2.9831,104.7527,554.08,1.84,8.05,67.95,6.56,23.85,31.32,4.18,"1,696,384,800.00",2023-10-04
-2.9831,104.7527,480.65,0.95,5.65,97.27,6.2,22.66,29.69,3.7,"1,696,388,400.00",2023-10-04
-2.9831,104.7527,433.92,0.26,4.5,94.41,4.05,21.16,26.3,2.28,"1,696,392,000.00",2023-10-04
-2.9831,104.7527,427.25,0.33,3.98,97.27,3.73,18,21.95,1.88,"1,696,395,600.00",2023-10-04
-2.9831,104.7527,423.91,0.35,3.43,107.29,3.58,16.62,19.91,1.77,"1,696,399,200.00",2023-10-04
-2.9831,104.7527,447.27,0.39,4.16,118.73,4.17,17.71,20.59,1.98,"1,696,402,800.00",2023-10-04
-2.9831,104.7527,473.98,0.35,5.65,123.02,4.95,20.34,23.03,2.25,"1,696,406,400.00",2023-10-04
-2.9831,104.7527,514.03,0.2,7.2,124.45,5.3,24.76,27.39,2.56,"1,696,410,000.00",2023-10-04
-2.9831,104.7527,594.14,0.12,9.94,125.89,6.32,32.89,35.79,3.17,"1,696,413,600.00",2023-10-04
-2.9831,104.7527,667.57,0.02,12.17,118.73,7.03,42.84,46.15,3.67,"1,696,417,200.00",2023-10-04
-2.9831,104.7527,647.54,0,11.48,103,6.56,46.13,50.04,3.8,"1,696,420,800.00",2023-10-04
-2.9831,104.7527,560.76,0,8.65,90.12,5.19,39.63,44.19,3.36,"1,696,424,400.00",2023-10-04
-2.9831,104.7527,507.35,0,7.2,84.4,4.53,35.68,41.44,3.13,"1,696,428,000.00",2023-10-04
-2.9831,104.7527,500.68,0,6.77,82.25,4.41,37.52,44.98,3.01,"1,696,431,600.00",2023-10-04
-2.9831,104.7527,507.35,0,7.11,80.11,4.59,42.44,51.7,2.63,"1,696,435,200.00",2023-10-04
-2.9831,104.7527,487.33,0,6.77,76.53,4.17,45.84,56.12,1.87,"1,696,438,800.00",2023-10-04
-2.9831,104.7527,460.62,0,5.83,72.24,3.78,47.35,57.71,1.52,"1,696,442,400.00",2023-10-04
-2.9831,104.7527,460.62,0,6.08,66.52,3.93,46.93,56.81,1.49,"1,696,446,000.00",2023-10-04
-2.9831,104.7527,467.3,0,6.68,60.08,4.17,46.04,55.51,1.47,"1,696,449,600.00",2023-10-04
-2.9831,104.7527,467.3,0,7.2,53.64,4.35,45.01,54.08,1.42,"1,696,453,200.00",2023-10-04
-2.9831,104.7527,460.62,0,7.37,48.64,4.41,43.44,52.19,1.39,"1,696,456,800.00",2023-10-04
-2.9831,104.7527,480.65,0,8.57,44.7,5.01,42.02,50.61,1.68,"1,696,460,400.00",2023-10-04
-2.9831,104.7527,580.79,0.35,11.65,41.84,6.44,43.87,52.84,2.88,"1,696,464,000.00",2023-10-05
-2.9831,104.7527,614.17,1.23,9.42,58.65,6.26,44.47,53.29,3.13,"1,696,467,600.00",2023-10-05
-2.9831,104.7527,587.46,1.12,7.2,86.55,6.14,46.25,54.85,3.1,"1,696,471,200.00",2023-10-05
-2.9831,104.7527,547.41,0.64,4.88,113.01,5.78,50.1,58.28,2.72,"1,696,474,800.00",2023-10-05
-2.9831,104.7527,500.68,0.38,3.17,123.02,4.77,51.33,57.73,1.42,"1,696,478,400.00",2023-10-05
-2.9831,104.7527,453.95,0.35,2.91,120.16,4.47,46.04,50.94,1.06,"1,696,482,000.00",2023-10-05
-2.9831,104.7527,447.27,0.32,2.83,120.16,4.23,46.21,50.53,0.96,"1,696,485,600.00",2023-10-05
-2.9831,104.7527,494,0.47,5.1,127.32,5.96,48.94,53.24,1.58,"1,696,489,200.00",2023-10-05
-2.9831,104.7527,547.41,0.5,9,124.45,8.23,48.45,53.18,2.6,"1,696,492,800.00",2023-10-05
-2.9831,104.7527,580.79,0.27,12.51,101.57,8.94,43.75,48.78,3.45,"1,696,496,400.00",2023-10-05
-2.9831,104.7527,580.79,0.06,14.05,76.53,7.99,38.77,43.91,3.83,"1,696,500,000.00",2023-10-05
-2.9831,104.7527,527.38,0.01,12.17,58.65,6.14,32.65,37.87,3.67,"1,696,503,600.00",2023-10-05
-2.9831,104.7527,447.27,0,8.74,47.92,4.65,25.37,30.84,3.45,"1,696,507,200.00",2023-10-05
-2.9831,104.7527,410.56,0,6,41.84,3.46,21.46,27.37,3.23,"1,696,510,800.00",2023-10-05
-2.9831,104.7527,407.22,0,5.27,40.05,3.13,19.73,26,3.23,"1,696,514,400.00",2023-10-05
-2.9831,104.7527,403.88,0,5.27,40.05,3.07,19.54,26.4,3.07,"1,696,518,000.00",2023-10-05
-2.9831,104.7527,403.88,0,5.65,40.05,3.13,20.17,27.77,2.47,"1,696,521,600.00",2023-10-05
-2.9831,104.7527,373.84,0,5.31,39.7,2.95,19.2,27.23,1.63,"1,696,525,200.00",2023-10-05
-2.9831,104.7527,350.48,0,4.76,38.98,2.86,18.03,26.3,1.23,"1,696,528,800.00",2023-10-05
-2.9831,104.7527,370.5,0,5.74,34.33,3.25,18.79,27.3,1.23,"1,696,532,400.00",2023-10-05
-2.9831,104.7527,403.88,0.01,7.2,27.54,3.7,21.09,29.85,1.42,"1,696,536,000.00",2023-10-05
-2.9831,104.7527,433.92,0.03,8.4,21.82,4.11,23.62,32.87,1.79,"1,696,539,600.00",2023-10-05
-2.9831,104.7527,453.95,0.06,9.34,18.24,4.53,25.75,35.67,1.99,"1,696,543,200.00",2023-10-05
-2.9831,104.7527,514.03,0.08,11.82,17.7,5.54,29.27,40.06,2.15,"1,696,546,800.00",2023-10-05
-2.9831,104.7527,700.95,0.78,16.96,23.96,7.99,38.65,51.44,3.1,"1,696,550,400.00",2023-10-06
-2.9831,104.7527,640.87,0.92,14.57,45.42,8.34,43.06,57.35,2.69,"1,696,554,000.00",2023-10-06
-2.9831,104.7527,594.14,0.84,12.51,57.22,7.99,46.22,61.67,3.04,"1,696,557,600.00",2023-10-06
-2.9831,104.7527,534.06,0.55,9.42,72.96,7.27,49.59,65.73,2.91,"1,696,561,200.00",2023-10-06
-2.9831,104.7527,460.62,0.29,5.4,90.84,4.59,43.71,55.96,2.03,"1,696,564,800.00",2023-10-06
-2.9831,104.7527,427.25,0.29,3.94,101.57,3.7,38.3,47.67,1.98,"1,696,568,400.00",2023-10-06
-2.9831,104.7527,473.98,0.27,3.38,120.16,3.1,43.61,52.42,2.47,"1,696,572,000.00",2023-10-06
-2.9831,104.7527,540.73,0.36,4.37,140.19,3.61,49.62,57.01,3.58,"1,696,575,600.00",2023-10-06
-2.9831,104.7527,547.41,0.43,5.65,140.19,4.35,45.51,50.98,4.05,"1,696,579,200.00",2023-10-06
-2.9831,104.7527,527.38,0.44,6.6,124.45,4.47,39.84,44.17,4.18,"1,696,582,800.00",2023-10-06
-2.9831,104.7527,500.68,0.34,7.8,100.14,4.17,34.55,38.24,3.99,"1,696,586,400.00",2023-10-06
-2.9831,104.7527,447.27,0.06,8.91,67.95,4.17,27.42,30.85,3.61,"1,696,590,000.00",2023-10-06
-2.9831,104.7527,420.57,0,8.65,47.92,4.17,23.58,27.22,3.61,"1,696,593,600.00",2023-10-06
-2.9831,104.7527,423.91,0,7.97,40.77,3.93,23.99,28.25,3.83,"1,696,597,200.00",2023-10-06
-2.9831,104.7527,427.25,0,7.8,36.48,3.99,22.29,27.44,3.96,"1,696,600,800.00",2023-10-06
-2.9831,104.7527,420.57,0,7.97,31.83,4.23,19.24,25.35,3.64,"1,696,604,400.00",2023-10-06
-2.9831,104.7527,440.6,0.01,9.17,27.18,4.59,18.58,25.33,2.94,"1,696,608,000.00",2023-10-06
-2.9831,104.7527,413.89,0.02,8.83,24.68,4.17,17.6,24.27,1.85,"1,696,611,600.00",2023-10-06
-2.9831,104.7527,360.49,0.01,6.43,25.75,3.16,17.67,23.74,1.17,"1,696,615,200.00",2023-10-06
-2.9831,104.7527,353.81,0.01,5.65,26.82,2.98,19.78,25.44,1.06,"1,696,618,800.00",2023-10-06
-2.9831,104.7527,363.83,0.01,5.83,27.18,3.16,22.64,28.14,1.09,"1,696,622,400.00",2023-10-06
-2.9831,104.7527,377.18,0.01,6.08,27.18,3.31,25.72,31.27,1.16,"1,696,626,000.00",2023-10-06
-2.9831,104.7527,383.85,0.01,6.08,28.25,3.37,28.97,34.75,1.17,"1,696,629,600.00",2023-10-06
-2.9831,104.7527,417.23,0,6.85,31.83,3.81,34.51,40.96,1.33,"1,696,633,200.00",2023-10-06
-2.9831,104.7527,534.06,0.22,9.25,41.13,5.07,44.91,52.7,2.09,"1,696,636,800.00",2023-10-07
-2.9831,104.7527,580.79,0.79,7.97,64.37,5.48,53.37,61.56,2.25,"1,696,640,400.00",2023-10-07
-2.9831,104.7527,567.44,0.82,6.08,87.26,5.54,55.61,63.54,2.41,"1,696,644,000.00",2023-10-07
-2.9831,104.7527,534.06,0.56,4.24,110.15,5.6,57.3,64.9,2.28,"1,696,647,600.00",2023-10-07
-2.9831,104.7527,494,0.29,2.36,125.89,4.11,53.55,59.98,1.41,"1,696,651,200.00",2023-10-07
-2.9831,104.7527,467.3,0.24,1.99,128.75,3.46,47.2,52.72,1.19,"1,696,654,800.00",2023-10-07
-2.9831,104.7527,460.62,0.2,1.88,131.61,2.98,44.23,49.23,1.38,"1,696,658,400.00",2023-10-07
-2.9831,104.7527,494,0.24,2.61,145.91,3.4,44.83,49.96,1.99,"1,696,662,000.00",2023-10-07
-2.9831,104.7527,547.41,0.27,3.86,163.08,4.11,45.95,51.07,2.82,"1,696,665,600.00",2023-10-07
-2.9831,104.7527,607.49,0.24,5.23,165.94,4.35,47.42,52.16,3.74,"1,696,669,200.00",2023-10-07
-2.9831,104.7527,654.22,0.16,6.85,151.63,4.23,50.07,54.65,4.43,"1,696,672,800.00",2023-10-07
-2.9831,104.7527,707.63,0.02,8.57,131.61,4.29,56.28,61.16,5.13,"1,696,676,400.00",2023-10-07
-2.9831,104.7527,741,0,8.65,105.86,4.29,59.58,65.1,5.7,"1,696,680,000.00",2023-10-07
-2.9831,104.7527,680.92,0,7.71,77.25,3.7,51.39,57.96,5.26,"1,696,683,600.00",2023-10-07
-2.9831,104.7527,600.81,0,7.37,58.65,3.37,41.26,48.89,4.69,"1,696,687,200.00",2023-10-07
-2.9831,104.7527,554.08,0,7.2,48.64,3.31,34.95,43.5,3.99,"1,696,690,800.00",2023-10-07
-2.9831,104.7527,547.41,0,8.05,41.48,3.49,32.13,41.45,3.04,"1,696,694,400.00",2023-10-07
-2.9831,104.7527,500.68,0,7.8,35.41,3.19,28.04,37.54,1.82,"1,696,698,000.00",2023-10-07
-2.9831,104.7527,440.6,0,6.43,32.19,2.77,24.17,33.48,1.27,"1,696,701,600.00",2023-10-07
-2.9831,104.7527,413.89,0,6.25,28.97,2.86,22.81,32.04,1.23,"1,696,705,200.00",2023-10-07
-2.9831,104.7527,403.88,0.01,6.43,26.11,3.1,22.76,32,1.28,"1,696,708,800.00",2023-10-07
-2.9831,104.7527,400.54,0.01,6.68,23.6,3.31,23.32,32.75,1.36,"1,696,712,400.00",2023-10-07
-2.9831,104.7527,400.54,0.02,6.77,22.35,3.43,24.25,33.92,1.38,"1,696,716,000.00",2023-10-07
-2.9831,104.7527,427.25,0.02,8.23,22.53,4.11,27.01,37.42,1.54,"1,696,719,600.00",2023-10-07
-2.9831,104.7527,567.44,0.11,12.34,24.68,5.9,34.22,46.02,2.44,"1,696,723,200.00",2023-10-08
-2.9831,104.7527,574.11,0.32,11.65,36.84,6.2,36.95,48.94,2.41,"1,696,726,800.00",2023-10-08
-2.9831,104.7527,514.03,0.39,9.51,39.34,5.66,33.49,42.98,2.63,"1,696,730,400.00",2023-10-08
-2.9831,104.7527,433.92,0.31,6.94,40.77,4.83,25.36,30.8,2.37,"1,696,734,000.00",2023-10-08
-2.9831,104.7527,353.81,0.24,3.3,48.64,2.62,12.63,14.37,1.39,"1,696,737,600.00",2023-10-08
-2.9831,104.7527,337.12,0.26,2.23,57.22,2.12,7.55,8.37,1.11,"1,696,741,200.00",2023-10-08
-2.9831,104.7527,327.11,0.24,1.65,62.94,1.79,6.26,6.88,1.01,"1,696,744,800.00",2023-10-08
-2.9831,104.7527,327.11,0.24,1.74,67.23,1.89,6.66,7.34,1.04,"1,696,748,400.00",2023-10-08
-2.9831,104.7527,330.45,0.21,2.14,69.38,2.09,8,8.79,1.08,"1,696,752,000.00",2023-10-08
-2.9831,104.7527,350.48,0.14,2.68,72.24,2.12,10.98,11.82,1.17,"1,696,755,600.00",2023-10-08
-2.9831,104.7527,400.54,0.08,4.28,75.82,2.59,16.2,17.23,1.55,"1,696,759,200.00",2023-10-08
-2.9831,104.7527,453.95,0.01,6,75.1,3.25,21.51,22.93,2.09,"1,696,762,800.00",2023-10-08
-2.9831,104.7527,473.98,0,6.6,70.1,3.64,24.16,26.23,2.63,"1,696,766,400.00",2023-10-08
-2.9831,104.7527,473.98,0,6.77,61.51,3.78,23.28,26.26,3.04,"1,696,770,000.00",2023-10-08
-2.9831,104.7527,487.33,0,7.37,52.93,4.05,22.88,27.05,3.55,"1,696,773,600.00",2023-10-08
-2.9831,104.7527,507.35,0,8.14,45.78,4.29,24.12,29.57,3.77,"1,696,777,200.00",2023-10-08
-2.9831,104.7527,527.38,0,9.17,38.98,4.53,25.82,32.25,3.32,"1,696,780,800.00",2023-10-08
-2.9831,104.7527,487.33,0,8.57,33.97,3.93,25.91,32.64,2.22,"1,696,784,400.00",2023-10-08
-2.9831,104.7527,460.62,0,7.71,30.04,3.7,26.93,33.62,1.73,"1,696,788,000.00",2023-10-08
-2.9831,104.7527,460.62,0.01,7.88,26.82,3.93,29.25,35.91,1.58,"1,696,791,600.00",2023-10-08
-2.9831,104.7527,467.3,0.01,8.23,23.96,4.17,31.85,38.5,1.54,"1,696,795,200.00",2023-10-08
-2.9831,104.7527,473.98,0.02,8.48,22.35,4.29,34.18,40.81,1.6,"1,696,798,800.00",2023-10-08
-2.9831,104.7527,480.65,0.03,8.65,21.82,4.41,35.93,42.51,1.6,"1,696,802,400.00",2023-10-08
-2.9831,104.7527,520.71,0.03,10.2,21.99,5.19,39.67,46.39,1.8,"1,696,806,000.00",2023-10-08
-2.9831,104.7527,680.92,0.43,14.57,25.39,7.27,48.72,56.33,2.98,"1,696,809,600.00",2023-10-09
-2.9831,104.7527,654.22,1.09,11.48,51.5,7.27,51.8,59.52,2.82,"1,696,813,200.00",2023-10-09
-2.9831,104.7527,627.52,1.24,9.17,72.24,7.27,54.02,62.48,3.13,"1,696,816,800.00",2023-10-09
-2.9831,104.7527,580.79,0.84,6.77,100.14,7.15,57.02,65.72,2.79,"1,696,820,400.00",2023-10-09
-2.9831,104.7527,507.35,0.4,3.73,103,4.53,47.88,55.82,1.71,"1,696,824,000.00",2023-10-09
-2.9831,104.7527,473.98,0.3,3.77,91.55,4.05,38.64,45.01,1.65,"1,696,827,600.00",2023-10-09
-2.9831,104.7527,447.27,0.16,4.2,76.53,3.67,30.42,34.75,1.65,"1,696,831,200.00",2023-10-09
-2.9831,104.7527,460.62,0.29,7.63,62.23,5.9,23.32,25.96,2.18,"1,696,834,800.00",2023-10-09
-2.9831,104.7527,527.38,0.87,12,67.23,9.78,21.8,24.05,3.17,"1,696,838,400.00",2023-10-09
-2.9831,104.7527,614.17,1.29,15.94,82.97,13.11,23.74,26.13,4.12,"1,696,842,000.00",2023-10-09
-2.9831,104.7527,720.98,0.98,21.42,85.83,15.74,26.64,29.28,4.81,"1,696,845,600.00",2023-10-09
-2.9831,104.7527,747.68,0.11,25.02,63.66,15.5,27.35,30.09,5,"1,696,849,200.00",2023-10-09
-2.9831,104.7527,667.57,0,22.62,44.35,12.64,26.37,29.16,5,"1,696,852,800.00",2023-10-09
-2.9831,104.7527,527.38,0,15.94,33.62,9.06,21.93,24.65,4.31,"1,696,856,400.00",2023-10-09
-2.9831,104.7527,473.98,0.01,13.02,24.68,7.75,18.91,22,3.77,"1,696,860,000.00",2023-10-09
-2.9831,104.7527,480.65,0.06,12.51,17.52,7.39,17.59,21.19,3.42,"1,696,863,600.00",2023-10-09
-2.9831,104.7527,494,0.2,13.02,11.98,7.45,16.69,20.66,2.94,"1,696,867,200.00",2023-10-09
-2.9831,104.7527,467.3,0.34,13.02,8.4,6.97,14.89,19,2.09,"1,696,870,800.00",2023-10-09
-2.9831,104.7527,453.95,0.46,12.68,6.08,6.5,15.84,20.49,1.92,"1,696,874,400.00",2023-10-09
-2.9831,104.7527,494,0.54,13.02,4.87,5.84,20.88,26.54,1.99,"1,696,878,000.00",2023-10-09
-2.9831,104.7527,500.68,0.56,12.17,4.65,5.25,23.2,28.9,1.9,"1,696,881,600.00",2023-10-09
-2.9831,104.7527,460.62,0.64,10.88,4.29,5.07,20.21,24.55,1.79,"1,696,885,200.00",2023-10-09
-2.9831,104.7527,420.57,0.83,10.28,3.71,5.3,15.55,18.72,1.74,"1,696,888,800.00",2023-10-09
-2.9831,104.7527,420.57,1.22,10.54,3,5.9,12.74,15.58,1.95,"1,696,892,400.00",2023-10-09
-2.9831,104.7527,527.38,2.82,11.31,2.75,7.21,13.92,17.27,2.98,"1,696,896,000.00",2023-10-10
-2.9831,104.7527,620.84,4.3,13.19,8.31,8.94,14.71,18.42,3.67,"1,696,899,600.00",2023-10-10
-2.9831,104.7527,627.52,4.92,13.88,24.68,10.61,15.49,19.95,4.37,"1,696,903,200.00",2023-10-10
-2.9831,104.7527,540.73,2.49,12,70.81,10.13,16.37,21.35,4.24,"1,696,906,800.00",2023-10-10
-2.9831,104.7527,400.54,0.66,4.93,91.55,5.66,12.68,15.47,2.18,"1,696,910,400.00",2023-10-10
-2.9831,104.7527,370.5,0.42,4.03,81.54,4.47,8.33,9.94,1.52,"1,696,914,000.00",2023-10-10
-2.9831,104.7527,367.16,0.26,3.98,67.95,3.78,5.7,6.78,1.22,"1,696,917,600.00",2023-10-10
-2.9831,104.7527,467.3,0.54,9.85,56.51,7.45,6.81,8.02,2.28,"1,696,921,200.00",2023-10-10
-2.9831,104.7527,580.79,1.08,15.59,52.21,11.32,10.01,11.71,3.26,"1,696,924,800.00",2023-10-10
-2.9831,104.7527,647.54,1.34,18.16,47.21,12.28,12.81,14.84,2.82,"1,696,928,400.00",2023-10-10
-2.9831,104.7527,1482.01,7.38,31.19,14.66,12.4,30.47,35.04,3.67,"1,696,932,000.00",2023-10-10
-2.9831,104.7527,3097.53,38.44,29.82,0.35,15.26,68.92,77.73,5.89,"1,696,935,600.00",2023-10-10
-2.9831,104.7527,4753.11,75.1,26.05,0,18.6,122.91,135.67,9.5,"1,696,939,200.00",2023-10-10
-2.9831,104.7527,5661.01,93.88,24.68,0,19.31,173.29,187.57,12.92,"1,696,942,800.00",2023-10-10
-2.9831,104.7527,5661.01,93.88,21.93,0,16.45,200.9,214.83,11.02,"1,696,946,400.00",2023-10-10
-2.9831,104.7527,4859.92,76,19.71,0,13.23,190,202.06,8.61,"1,696,950,000.00",2023-10-10
-2.9831,104.7527,3524.78,48.28,17.99,0,10.25,139,147.55,6.08,"1,696,953,600.00",2023-10-10
-2.9831,104.7527,2403.26,30.4,15.08,0,7.27,93.11,99.02,3.48,"1,696,957,200.00",2023-10-10
-2.9831,104.7527,1602.17,17.66,13.19,0.02,5.72,60.55,65.06,2.5,"1,696,960,800.00",2023-10-10
-2.9831,104.7527,847.82,3.05,14.91,1.92,4.71,30.23,33.48,1.92,"1,696,964,400.00",2023-10-10
-2.9831,104.7527,614.17,0.43,11.14,6.35,4.29,22.46,25.05,1.92,"1,696,968,000.00",2023-10-10
-2.9831,104.7527,560.76,0.22,9.42,9.03,4.29,22.47,24.67,1.95,"1,696,971,600.00",2023-10-10
-2.9831,104.7527,567.44,0.27,9.94,8.67,4.71,23.86,25.92,1.98,"1,696,975,200.00",2023-10-10
-2.9831,104.7527,607.49,0.54,11.14,6.26,5.6,25.3,27.57,2.28,"1,696,978,800.00",2023-10-10
-2.9831,104.7527,787.73,2.93,13.02,3.84,7.75,29.69,32.9,3.74,"1,696,982,400.00",2023-10-11
-2.9831,104.7527,1028.06,7.6,16.11,7.69,10.97,34.55,38.99,4.81,"1,696,986,000.00",2023-10-11
-2.9831,104.7527,1121.52,6.93,21.76,30.04,13.47,38.07,43.73,5.7,"1,696,989,600.00",2023-10-11
-2.9831,104.7527,894.55,2.79,17.99,90.12,12.4,35.14,41.56,5.76,"1,696,993,200.00",2023-10-11
-2.9831,104.7527,480.65,0.65,5.06,100.14,5.54,17.21,21.46,2.85,"1,696,996,800.00",2023-10-11
-2.9831,104.7527,433.92,0.41,3.34,97.27,3.99,12.42,15.75,2.15,"1,697,000,400.00",2023-10-11
-2.9831,104.7527,447.27,0.32,2.87,101.57,3.28,13.37,16.49,2.06,"1,697,004,000.00",2023-10-11
-2.9831,104.7527,514.03,0.4,4.33,117.3,4.53,17.52,20.83,2.66,"1,697,007,600.00",2023-10-11
-2.9831,104.7527,580.79,0.38,7.11,130.18,6.91,20.9,24.58,3.26,"1,697,011,200.00",2023-10-11
-2.9831,104.7527,627.52,0.19,9.34,124.45,8.11,23.55,27.34,3.58,"1,697,014,800.00",2023-10-11
-2.9831,104.7527,654.22,0.1,10.45,110.15,7.87,24.24,27.78,3.64,"1,697,018,400.00",2023-10-11
-2.9831,104.7527,640.87,0.02,10.11,97.27,6.68,21.34,24.89,3.58,"1,697,022,000.00",2023-10-11
-2.9831,104.7527,607.49,0,8.57,87.26,5.48,19.72,23.64,3.67,"1,697,025,600.00",2023-10-11
-2.9831,104.7527,600.81,0,7.11,79.39,4.53,22.82,27.32,3.96,"1,697,029,200.00",2023-10-11
-2.9831,104.7527,627.52,0,7.45,70.1,4.47,27.14,32.29,4.56,"1,697,032,800.00",2023-10-11
-2.9831,104.7527,660.9,0,8.57,61.51,4.71,31.08,37.04,5.26,"1,697,036,400.00",2023-10-11
-2.9831,104.7527,867.84,0,14.39,44.7,6.14,38.71,46.13,7.6,"1,697,040,000.00",2023-10-11
